id_socle_txt,id,type d'objet,famille,type,calque,attributs altitude,attribut matricule,calque_alt,calque_mat,attributs insert,placement,charte,commentaires,sig,pcrs,CategorieThematiquePCRSType,NatureReseauPCRSType,NatureAffleurantPCRSType,reference,CategorieMurPCRSType,SectionPilierPCRSType,longueur_block,date_modif,date_crea,id_nature,image
1,AP_0000,Coffret,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,2,AP_0000,nc,nc,,,19/10/22,AP_0000 - Coffret,https:/raw.githubusercontent.com/geobretagne/standard-topographique/main/nomenclature/img/A_Eau_potable/AP_0000.jpg
2,AP_0001,Bouche à clé,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,4,AP_0001,nc,nc,,,19/10/22,AP_0001 - Bouche à clé,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0001.jpg
3,AP_0002,Citerneau circulaire,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,3,AP_0002,nc,nc,,,19/10/22,AP_0002 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0002.jpg
4,AP_0003,Regard carré,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,3,AP_0003,nc,nc,,,19/10/22,AP_0003 - Regard carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0003.jpg
5,AP_0004,Bouche d'arrosage,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,4,AP_0004,nc,nc,,,19/10/22,AP_0004 - Bouche d'arrosage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0004.jpg
6,AP_0005,Poteau incendie,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,5,AP_0005,nc,nc,,,19/10/22,AP_0005 - Poteau incendie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0005.jpg
7,AP_0006,Bouche incendie,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,5,AP_0006,nc,nc,,,19/10/22,AP_0006 - Bouche incendie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0006.jpg
8,AP_0007,Massif incendie,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,5,AP_0007,nc,nc,,,19/10/22,AP_0007 - Massif incendie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0007.jpg
9,AP_0008,Bouche incendie rectangulaire,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,5,AP_0008,nc,nc,,,19/10/22,AP_0008 - Bouche incendie rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0008.jpg
10,AP_0009,Chambre de vannes,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,3,AP_0009,nc,nc,,,19/10/22,AP_0009 - Chambre de vannes,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0009.jpg
11,AP_0010,Borne AEP,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,4,AP_0010,nc,nc,,,19/10/22,AP_0010 - Borne AEP,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0010.jpg
12,AP_0011,Puits,Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,4,AP_0011,nc,nc,,,19/10/22,AP_0011 - Puits,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0011.jpg
13,AP_0012,Point de mesure (TN/GST),Eau potable,Bloc,EAUPO_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,AP_0012,nc,nc,,,19/10/22,AP_0012 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0012.jpg
14,AP_0013,Altitude supplémentaire,Eau potable,Bloc,EAUPO_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,AP_0013,nc,nc,,,19/10/22,AP_0013 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0013.jpg
15,AP_0014,Texte information,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0014,nc,nc,,,19/10/22,AP_0014 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0014.jpg
16,AP_0015,Texte libre,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,AP_0015,nc,nc,,,19/10/22,AP_0015 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0015.jpg
17,AP_0041,Vanne,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0041,nc,nc,,,19/10/22,AP_0041 - Vanne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0041.jpg
18,AP_0042,Ventouse,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0042,nc,nc,,,19/10/22,AP_0042 - Ventouse,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0042.jpg
19,AP_0043,Cône de réduction,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0043,nc,nc,,,19/10/22,AP_0043 - Cône de réduction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0043.jpg
20,AP_0044,Chambre rectangulaire,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0044,nc,nc,,,19/10/22,AP_0044 - Chambre rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0044.jpg
21,AP_0045,Citerneau circulaire,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0045,nc,nc,,,19/10/22,AP_0045 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0045.jpg
22,AP_0046,Extrémité de conduite,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0046,nc,nc,,,19/10/22,AP_0046 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0046.jpg
23,AP_0047,Changement de matériau,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_0047,nc,nc,,,19/10/22,AP_0047 - Changement de matériau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_0047.jpg
24,AP_2000,"Forage, captage",Eau potable,Bloc,EAUPO_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,AEP,2,AP_2000,nc,nc,,,19/10/22,"AP_2000 - Forage, captage",https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2000.jpg
25,AP_2001,Symbole château d'eau,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2001,nc,nc,,,19/10/22,AP_2001 - Symbole château d'eau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2001.jpg
26,AP_2002,Symbole réservoir,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2002,nc,nc,,,19/10/22,AP_2002 - Symbole réservoir,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2002.jpg
27,AP_2003,Symbole usine de production,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2003,nc,nc,,,19/10/22,AP_2003 - Symbole usine de production,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2003.jpg
28,AP_2004,Symbole station de pompage,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2004,nc,nc,,,19/10/22,AP_2004 - Symbole station de pompage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2004.jpg
29,AP_2005,Symbole cheminée d'équilibre,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2005,nc,nc,,,19/10/22,AP_2005 - Symbole cheminée d'équilibre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2005.jpg
30,AP_2006,Repérage de réseau,Eau potable,Bloc,EAUPO_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2006,nc,nc,,11/02/26,28/11/25,AP_2006 - Repérage de réseau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2006.jpg
31,AP_2026,Té,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2026,nc,nc,,,19/10/22,AP_2026 - Té,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2026.jpg
32,AP_2027,Coude,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2027,nc,nc,,,19/10/22,AP_2027 - Coude,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2027.jpg
33,AP_2028,Manchette/manchon,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2028,nc,nc,,,19/10/22,AP_2028 - Manchette/manchon,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2028.jpg
34,AP_2029,Bride,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2029,nc,nc,,,19/10/22,AP_2029 - Bride,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2029.jpg
35,AP_2030,Compteur AEP,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2030,nc,nc,,,19/10/22,AP_2030 - Compteur AEP,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2030.jpg
36,AP_2031,Clapet anti-retour,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2031,nc,nc,,,19/10/22,AP_2031 - Clapet anti-retour,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2031.jpg
37,AP_2032,Régulateur de pression,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2032,nc,nc,,,19/10/22,AP_2032 - Régulateur de pression,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2032.jpg
38,AP_2033,Esse de réglage,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2033,nc,nc,,,19/10/22,AP_2033 - Esse de réglage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2033.jpg
39,AP_2034,Purge,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2034,nc,nc,,,19/10/22,AP_2034 - Purge,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2034.jpg
40,AP_2035,Débitmètre,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2035,nc,nc,,,19/10/22,AP_2035 - Débitmètre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2035.jpg
41,AP_2036,Objet annexe,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2036,nc,nc,,,19/10/22,AP_2036 - Objet annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2036.jpg
42,AP_2037,Prise en charge,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2037,nc,nc,,,19/10/22,AP_2037 - Prise en charge,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2037.jpg
43,AP_2038,Piquage,Eau potable,Bloc,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,AP_2038,nc,nc,,,19/10/22,AP_2038 - Piquage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AP_2038.jpg
44,AL_0021,Canalisation eau potable,Eau potable,Polyligne,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,AL_0021,nc,nc,,,19/10/22,AL_0021 - Canalisation eau potable,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AL_0021.jpg
45,AL_0022,Canalisation eau potable sous fourreau,Eau potable,Polyligne,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,AL_0022,nc,nc,,,19/10/22,AL_0022 - Canalisation eau potable sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AL_0022.jpg
46,AL_0023,Fourreau en attente,Eau potable,Polyligne,EAUPO_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,AL_0023,nc,nc,,,19/10/22,AL_0023 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//A_Eau_potable/AL_0023.jpg
47,BL_0061,Ouvrage annexe,Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ASSAEP,3,BL_0061,nc,nc,,,19/10/22,BL_0061 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0061.jpg
48,BL_0062,"Caniveau de drainage (L>1,00m)",Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,BL_0062,nc,nc,,,19/10/22,"BL_0062 - Caniveau de drainage (L>1,00m)",https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0062.jpg
49,BL_0063,Bassin tampon,Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,BL_0063,nc,nc,,,19/10/22,BL_0063 - Bassin tampon,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0063.jpg
50,BL_0064,Fossé levé en axe (l<0.5m),Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,BL_0064,nc,nc,,,19/10/22,BL_0064 - Fossé levé en axe (l<0.5m),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0064.jpg
51,BL_0065,Fossé levé sur un coté (l>0.5m),Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,99,nc,nc,BL_0065,nc,nc,,,19/10/22,BL_0065 - Fossé levé sur un coté (l>0.5m),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0065.jpg
52,BL_0066,Busage fossé rectiligne,Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,nc,nc,nc,nc,BL_0066,nc,nc,,,19/10/22,BL_0066 - Busage fossé rectiligne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0066.jpg
53,BL_0067,Départ de busage,Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,nc,nc,nc,nc,BL_0067,nc,nc,,,19/10/22,BL_0067 - Départ de busage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0067.jpg
54,BL_0068,Gargouille,Eau pluviale,Polyligne,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ASSAEP,1,BL_0068,nc,nc,,,19/10/22,BL_0068 - Gargouille,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0068.jpg
55,BL_0101,Conduitre d'eau pluviale,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0101,nc,nc,,,19/10/22,BL_0101 - Conduitre d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0101.jpg
56,BL_0102,Conduite galerie,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0102,nc,nc,,,19/10/22,BL_0102 - Conduite galerie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0102.jpg
57,BL_0103,Conduite indéterminée d'eau pluviale,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0103,nc,nc,,,19/10/22,BL_0103 - Conduite indéterminée d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0103.jpg
58,BL_0104,Drain,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0104,nc,nc,,,19/10/22,BL_0104 - Drain,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0104.jpg
59,BL_0105,Fourreau en attente,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0105,nc,nc,,,19/10/22,BL_0105 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0105.jpg
60,BL_0106,Chambre de forme complexe,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0106,nc,nc,,,19/10/22,BL_0106 - Chambre de forme complexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0106.jpg
61,BL_0107,Ouvrage annexe souterrain,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0107,nc,nc,,,19/10/22,BL_0107 - Ouvrage annexe souterrain,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0107.jpg
61,BL_0108,Noue,Eau pluviale,Polyligne,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,BL_0108,nc,nc,,,19/10/22,BL_0108 - Noue,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BL_0108.jpg
62,BP_0081,Tampon d'eau pluviale circulaire,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_0081,nc,nc,,,19/10/22,BP_0081 - Tampon d'eau pluviale circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0081.jpg
63,BP_0082,Citerneau d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_0082,nc,nc,,,19/10/22,BP_0082 - Citerneau d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0082.jpg
64,BP_0083,Grille circulaire d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0083,nc,nc,,,19/10/22,BP_0083 - Grille circulaire d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0083.jpg
65,BP_0084,Tampon d'eau pluviale carré,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_0084,nc,nc,,,19/10/22,BP_0084 - Tampon d'eau pluviale carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0084.jpg
66,BP_0085,Tampon d'eau pluviale (diagonale),Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_0085,nc,nc,,,19/10/22,BP_0085 - Tampon d'eau pluviale (diagonale),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0085.jpg
67,BP_0086,Trappe carrée d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_0086,nc,nc,,,19/10/22,BP_0086 - Trappe carrée d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0086.jpg
68,BP_0087,Trappe rectangulaire d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_0087,nc,nc,,,19/10/22,BP_0087 - Trappe rectangulaire d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0087.jpg
69,BP_0088,Grille carrée d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0088,nc,nc,,,19/10/22,BP_0088 - Grille carrée d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0088.jpg
70,BP_0089,Grille rectangle d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0089,nc,nc,,,19/10/22,BP_0089 - Grille rectangle d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0089.jpg
71,BP_0090,Avaloir (siphoïde),Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0090,nc,nc,,,19/10/22,BP_0090 - Avaloir (siphoïde),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0090.jpg
72,BP_0091,Avaloir (gueule de loup),Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0091,nc,nc,,,19/10/22,BP_0091 - Avaloir (gueule de loup),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0091.jpg
73,BP_0092,Avaloir (tampon),Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0092,nc,nc,,,19/10/22,BP_0092 - Avaloir (tampon),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0092.jpg
74,BP_0093,Grille avaloir,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_0093,nc,nc,,,19/10/22,BP_0093 - Grille avaloir,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0093.jpg
