id_socle_txt,id,type d'objet,famille,type,calque,attributs altitude,attribut matricule,calque_alt,calque_mat,attributs insert,placement,charte,commentaires,sig,pcrs,CategorieThematiquePCRSType,NatureReseauPCRSType,NatureAffleurantPCRSType,reference,CategorieMurPCRSType,SectionPilierPCRSType,longueur_block,date_modif,date_crea,id_nature,image
75,BP_0094,Armoire d'eau pluviale,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,2,BP_0094,nc,nc,,,19/10/22,BP_0094 - Armoire d'eau pluviale,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0094.jpg
76,BP_0095,Fil d'eau supplémentaire,Eau pluviale,Bloc,EAUPL_SCI,FE,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,BP_0095,nc,nc,,,19/10/22,BP_0095 - Fil d'eau supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0095.jpg
77,BP_0096,Point de mesure (TN/GST),Eau pluviale,Bloc,EAUPL_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,BP_0096,nc,nc,,,19/10/22,BP_0096 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0096.jpg
78,BP_0097,Altitude supplémentaire,Eau pluviale,Bloc,EAUPL_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,BP_0097,nc,nc,,,19/10/22,BP_0097 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0097.jpg
79,BP_0098,Texte information,Eau pluviale,Bloc,EAUPL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0098,nc,nc,,,19/10/22,BP_0098 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0098.jpg
80,BP_0099,Texte libre,Eau pluviale,Bloc,EAUPL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,BP_0099,nc,nc,,,19/10/22,BP_0099 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0099.jpg
81,BP_0121,Citerneau circulaire,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0121,nc,nc,,,19/10/22,BP_0121 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0121.jpg
82,BP_0122,Citerneau carré,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0122,nc,nc,,,19/10/22,BP_0122 - Citerneau carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0122.jpg
83,BP_0123,Cheminée carrée,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0123,nc,nc,,,19/10/22,BP_0123 - Cheminée carrée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0123.jpg
84,BP_0124,Cheminée circulaire,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0124,nc,nc,,,19/10/22,BP_0124 - Cheminée circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0124.jpg
85,BP_0125,Extrémité de conduite,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0125,nc,nc,,,19/10/22,BP_0125 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0125.jpg
86,BP_0126,Cône de réduction,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0126,nc,nc,,,19/10/22,BP_0126 - Cône de réduction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0126.jpg
87,BP_0127,Changement de matériau,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_0127,nc,nc,,,19/10/22,BP_0127 - Changement de matériau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_0127.jpg
88,BP_2051,"Cote regard EP (tampon, radier)",Eau pluviale,Bloc,EAUPL_SCI,"TAMPON,RADIER",,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2051,nc,nc,,,19/10/22,"BP_2051 - Cote regard EP (tampon, radier)",https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2051.jpg
89,BP_2052,Puisard,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,4,BP_2052,nc,nc,,,19/10/22,BP_2052 - Puisard,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2052.jpg
90,BP_2053,Symbole station de relevage,Eau pluviale,Bloc,EAUPL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2053,nc,nc,,,19/10/22,BP_2053 - Symbole station de relevage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2053.jpg
91,BP_2054,Symbole séparateur d'hydrocarbure,Eau pluviale,Bloc,EAUPL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2054,nc,nc,,,19/10/22,BP_2054 - Symbole séparateur d'hydrocarbure,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2054.jpg
92,BP_2055,Avaloir à engouffrement,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_2055,nc,nc,,,19/10/22,BP_2055 - Avaloir à engouffrement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2055.jpg
93,BP_2056,Regard avaloir,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,3,BP_2056,nc,nc,,,19/10/22,BP_2056 - Regard avaloir,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2056.jpg
94,BP_2057,Tête d'aqueduc,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_2057,nc,nc,,,19/10/22,BP_2057 - Tête d'aqueduc,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2057.jpg
95,BP_2058,Descente de gouttière,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_2058,nc,nc,,21/06/23,22/09/25,BP_2058 - Descente de gouttière,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2058.jpg
96,BP_2059,Gargouille fil d'eau,Eau pluviale,Bloc,EAUPL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEP,1,BP_2059,nc,nc,,,11/02/26,BP_2059 - Gargouille fil d'eau, https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2059.jpg
97,BP_2076,Embranchement,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2076,nc,nc,,,19/10/22,BP_2076 - Embranchement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2076.jpg
98,BP_2077,Coude,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2077,nc,nc,,,19/10/22,BP_2077 - Coude,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2077.jpg
99,BP_2078,Manchette/manchon,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2078,nc,nc,,,19/10/22,BP_2078 - Manchette/manchon,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2078.jpg
100,BP_2079,Clapet anti-retour,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2079,nc,nc,,,19/10/22,BP_2079 - Clapet anti-retour,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2079.jpg
101,BP_2080,Objet annexe,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2080,nc,nc,,,19/10/22,BP_2080 - Objet annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2080.jpg
102,BP_2081,Prise en charge,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2081,nc,nc,,,19/10/22,BP_2081 - Prise en charge,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2081.jpg
103,BP_2082,Piquage,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2082,nc,nc,,,19/10/22,BP_2082 - Piquage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2082.jpg
104,BP_2083,Vanne,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2083,nc,nc,,21/06/23,23/06/21,BP_2083 - Vanne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2083.jpg
105,BP_2084,Ventouse,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2084,nc,nc,nc,21/06/23,23/06/21,BP_2084 - Ventouse,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2084.jpg
106,BP_2085,Vidange,Eau pluviale,Bloc,EAUPL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,BP_2085,nc,nc,,21/06/23,23/06/21,BP_2085 - Vidange, https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//B_Eau_pluviale/BP_2085.jpg
107,CL_0141,Ouvrage annexe,Eau usée,Polyligne,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,,AffleurantLignesPCRS,10,ASSAEU,3,CL_0141,nc,nc,,,19/10/22,CL_0141 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0141.jpg
108,CL_0181,Conduite eau usée,Eau usée,Polyligne,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,CL_0181,nc,nc,,,19/10/22,CL_0181 - Conduite eau usée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0181.jpg
109,CL_0182,Conduite galerie,Eau usée,Polyligne,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,CL_0182,nc,nc,,,19/10/22,CL_0182 - Conduite galerie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0182.jpg
110,CL_0183,Conduite indéterminée assainissement,Eau usée,Polyligne,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,CL_0183,nc,nc,,,19/10/22,CL_0183 - Conduite indéterminée assainissement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0183.jpg
111,CL_0184,Fourreau en attente,Eau usée,Polyligne,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,CL_0184,nc,nc,,,19/10/22,CL_0184 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0184.jpg
112,CL_0185,Chambre de forme complexe,Eau usée,Polyligne,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,CL_0185,nc,nc,,,19/10/22,CL_0185 - Chambre de forme complexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0185.jpg
113,CL_0186,Ouvrage annexe souterrain,Eau usée,Polyligne,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,CL_0186,nc,nc,,,19/10/22,CL_0186 - Ouvrage annexe souterrain,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CL_0186.jpg
114,CP_0161,Tampon d'eau usée circulaire,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_0161,nc,nc,,,19/10/22,CP_0161 - Tampon d'eau usée circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0161.jpg
115,CP_0162,Citerneau d'eau usée,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_0162,nc,nc,,,19/10/22,CP_0162 - Citerneau d'eau usée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0162.jpg
116,CP_0163,Tampon d'eau usée carré,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_0163,nc,nc,,,19/10/22,CP_0163 - Tampon d'eau usée carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0163.jpg
117,CP_0164,Tampon d'eau usée (diagonale),Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_0164,nc,nc,,,19/10/22,CP_0164 - Tampon d'eau usée (diagonale),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0164.jpg
118,CP_0165,Trappe carrée d'eau usée,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_0165,nc,nc,,,19/10/22,CP_0165 - Trappe carrée d'eau usée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0165.jpg
119,CP_0166,Trappe rectangulaire d'eau usée,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_0166,nc,nc,,,19/10/22,CP_0166 - Trappe rectangulaire d'eau usée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0166.jpg
120,CP_0167,Armoire d'eau usée,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,2,CP_0167,nc,nc,,,19/10/22,CP_0167 - Armoire d'eau usée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0167.jpg
121,CP_0168,Point de mesure (TN/GST),Eau usée,Bloc,EAUUS_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,CP_0168,nc,nc,,,19/10/22,CP_0168 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0168.jpg
122,CP_0169,Altitude supplémentaire,Eau usée,Bloc,PROPR_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,CP_0169,nc,nc,,,19/10/22,CP_0169 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0169.jpg
123,CP_0170,Texte information,Eau usée,Bloc,EAUUS_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0170,nc,nc,,,19/10/22,CP_0170 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0170.jpg
124,CP_0171,Texte libre,Eau usée,Bloc,EAUUS_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,CP_0171,nc,nc,,,19/10/22,CP_0171 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0171.jpg
125,CP_0201,Citerneau circulaire,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0201,nc,nc,,,19/10/22,CP_0201 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0201.jpg
126,CP_0202,Citerneau carré,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0202,nc,nc,,,19/10/22,CP_0202 - Citerneau carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0202.jpg
127,CP_0203,Cheminée carrée,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0203,nc,nc,,,19/10/22,CP_0203 - Cheminée carrée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0203.jpg
128,CP_0204,Cheminée circulaire,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0204,nc,nc,,,19/10/22,CP_0204 - Cheminée circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0204.jpg
129,CP_0205,Extrémité de conduite,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0205,nc,nc,,,19/10/22,CP_0205 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0205.jpg
130,CP_0206,Cône de réduction,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0206,nc,nc,,,19/10/22,CP_0206 - Cône de réduction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0206.jpg
131,CP_0207,Changement de matériau,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_0207,nc,nc,,,19/10/22,CP_0207 - Changement de matériau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_0207.jpg
132,CP_2101,"Cote regard EU (tampon, radier)",Eau usée,Bloc,EAUUS_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,CP_2101,nc,nc,,,19/10/22,"CP_2101 - Cote regard EU (tampon, radier)",https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2101.jpg
133,CP_2102,Symbole station de relevage,Eau usée,Bloc,EAUUS_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,CP_2102,nc,nc,,,19/10/22,CP_2102 - Symbole station de relevage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2102.jpg
134,CP_2103,Symbole station d'épuration,Eau usée,Bloc,EAUUS_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,CP_2103,nc,nc,,,19/10/22,CP_2103 - Symbole station d'épuration,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2103.jpg
135,CP_2104,Séparateur de graisse,Eau usée,Bloc,EAUUS_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,ASSAEU,3,CP_2104,nc,nc,,21/06/23,23/06/21,CP_2104 - Séparateur de graisse,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2104.jpg
136,CP_2126,Embranchement,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_2126,nc,nc,,,19/10/22,CP_2126 - Embranchement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2126.jpg
137,CP_2127,Coude,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_2127,nc,nc,,,19/10/22,CP_2127 - Coude,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2127.jpg
138,CP_2128,Manchette/manchon,Eau usée,Bloc,EAUUS_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,CP_2128,nc,nc,,,19/10/22,CP_2128 - Manchette/manchon,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//C_Eau_usee/CP_2128.jpg
